 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
7150 sequences read into 7150 blocks, (7150 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<1000 scored
Adjacent sequences scored with bonus of 10
141196 pairs collected
144024
 npairs = 144024
pre_order  npairs = 144024
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 1660
pack_lists 6982/7150 blocks moved

New sequence order is:
* Block 0 <=== 320	USER>>AACN010607701.1/895-1033	  139   [+0+] AACN010607701.1/895-1033 Canis familiaris ctg19866851718594, whole genome shotgun sequence.
picked USER>>AAKN02042941.1/88859-88676 (0.000000)
picked USER>>AACZ03087912.1/4905-4726 (0.000000)
picked USER>>AEKP01180040.1/11756-11907 (0.000000)
picked USER>>ACBE01219325.1/2693-2790 (0.000000)
picked USER>>ABVD01269495.1/161-33 (0.000000)
picked USER>>ADFV01085463.1/16490-16666 (0.000000)
picked USER>>ADFV01065296.1/6104-6206 (0.000000)
picked USER>>AAHY01043832.1/54166-53987 (0.000000)
picked USER>>AAYZ01525842.1/553-756 (0.000000)
picked USER>>ABRT010230154.1/8516-8667 (0.000000)
picked USER>>AAIY01602124.1/5056-4867 (0.000000)
picked USER>>DAAA02007753.1/210952-210746 (0.000000)
picked USER>>AAGW02049549.1/53118-52951 (0.000000)
picked USER>>ACFV01052293.1/59228-59424 (0.000000)
picked USER>>AAKN02012661.1/33032-33239 (0.000000)
picked USER>>AAGW02015989.1/3214-3365 (0.000000)
picked USER>>AC239493.2/33021-32795 (0.000000)
picked USER>>AAPY01753851.1/1897-1626 (0.000000)
picked USER>>AAQR03069412.1/2274-2478 (0.000000)
picked USER>>ABRP01022085.1/3239-3074 (0.000000)
picked USER>>ACBE01366538.1/3923-3734 (0.000000)
picked USER>>AEYP01010764.1/38118-38244 (0.000000)
picked USER>>AAWR02032881.1/115468-115354 (0.000000)
picked USER>>ABRT010341105.1/1102-1251 (0.000000)
picked USER>>ABRR01345884.1/1187-1294 (0.000000)
picked USER>>AAFR03034191.1/27965-28047 (0.000000)
picked USER>>AAGW02039037.1/88325-88412 (0.000000)
picked USER>>AFSB01218186.1/39823-39675 (0.000000)
picked USER>>AFSB01218186.1/40060-39894 (0.000000)
picked USER>>AFSB01080434.1/11855-12004 (0.000000)
picked USER>>AAYZ01073379.1/2753-2910 (0.000000)
picked USER>>ABRP01118873.1/6344-6236 (0.000000)
picked USER>>DAAA02021775.1/9226-9079 (0.000000)
picked USER>>AC183583.11/184779-184932 (0.000000)
picked USER>>AAIY01334012.1/4310-4176 (0.000000)
picked USER>>AAYZ01039585.1/6021-5873 (0.000000)
picked USER>>CABD02123604.1/29407-29539 (0.000000)
picked USER>>AAQQ01014484.1/2317-2161 (0.000000)
picked USER>>AGAI01066922.1/7131-7274 (0.000000)
picked USER>>AFSB01200423.1/9922-10084 (0.000000)
picked USER>>CAEC01465893.1/778-634 (0.000000)
picked USER>>AALT01562848.1/22-196 (0.000000)
picked USER>>CABD02057801.1/1191-1336 (0.000000)
picked USER>>ACBE01289385.1/2635-2785 (0.000000)
picked USER>>DAAA02030748.1/7808-7641 (0.000000)
picked USER>>AAWZ02001742.1/24338-24169 (0.000000)
picked USER>>AAIY01152736.1/1057-858 (0.000000)
picked USER>>AAWZ02030582.1/6414-6231 (0.000000)
picked USER>>AAGW02008333.1/1994-1809 (0.000000)
picked USER>>AFSB01232069.1/1191-1334 (0.000000)
picked USER>>AFSB01044143.1/654-476 (0.000000)
picked USER>>AAKN02011046.1/74767-74895 (0.000000)
picked USER>>AAPE02021257.1/213293-213193 (0.000000)
picked USER>>AAPE02022589.1/10538-10405 (0.000000)
picked USER>>AAGW02058853.1/18451-18563 (0.000000)
picked USER>>AFSB01043084.1/6585-6725 (0.000000)
picked USER>>AFSB01001336.1/5288-5446 (0.000000)
picked USER>>AAGW02010365.1/8789-8950 (0.000000)
picked USER>>AFTD01120506.1/2786-2617 (0.000000)
picked USER>>AAGW02000099.1/19192-19051 (0.000000)
picked USER>>AAEX03026139.1/175374-175280 (0.000000)
picked USER>>CAEC01505432.1/6358-6486 (0.000000)
picked USER>>ABDC01652819.1/689-821 (0.000000)
picked USER>>ACBE01197951.1/2360-2452 (0.000000)
picked USER>>AFSB01072823.1/12240-12341 (0.000000)
picked USER>>ADFV01020507.1/25448-25305 (0.000000)
picked USER>>AAQR03010653.1/305245-305416 (0.000000)
picked USER>>ACBE01216292.1/8920-9063 (0.000000)
picked USER>>AFYH01131032.1/3533-3661 (0.000000)
picked USER>>AEMK01080128.1/1723-1875 (0.000000)
picked USER>>AFSB01037039.1/5812-5930 (0.000000)
picked USER>>AEYP01004053.1/65881-66014 (0.000000)
picked USER>>AAHX01007143.1/67525-67620 (0.000000)
picked USER>>ABGA01118230.1/31135-31212 (0.000000)
picked USER>>AFSP01033624.1/639-745 (0.000000)
picked USER>>ACPB02044358.1/19899-20049 (0.000000)
picked USER>>ABVD01183791.1/1888-1781 (0.000000)
picked USER>>AALT01508467.1/6119-6247 (0.000000)
picked USER>>ABDC01360347.1/2768-2662 (0.000000)
picked USER>>ACPB02048048.1/13340-13484 (0.000000)
picked USER>>AAFC03078926.1/25047-25152 (0.000000)
picked USER>>ABSL01000678.1/48518-48690 (0.000000)
picked USER>>AAGV020314420.1/311-127 (0.000000)
picked USER>>AEKE02008956.1/4737-4894 (0.000000)
picked USER>>AAIY01524707.1/290-106 (0.000000)
picked USER>>AFSB01171222.1/3727-3809 (0.000000)
picked USER>>AANG01502191.1/888-960 (0.000000)
picked USER>>ABIM01003138.1/30144-30023 (0.000000)
picked USER>>ACYM01063579.1/4624-4450 (0.000000)
picked USER>>AAEX03003042.1/184177-184266 (0.000000)
picked USER>>AAFR03050015.1/13995-13820 (0.000000)
picked USER>>AEKR01191718.1/16003-16156 (0.000000)
picked USER>>AAGW02052608.1/10084-9960 (0.000000)
picked USER>>CAEC01146465.1/1244-1390 (0.000000)
picked USER>>AM431935.2/4853-4941 (0.000000)
picked USER>>AEQT011205850.1/31-104 (0.000000)
picked USER>>AAYZ01175206.1/406-537 (0.000000)
picked USER>>AAIY01262071.1/1021-869 (0.000000)
picked USER>>AAVX01056880.1/653-542 (0.000000)
picked USER>>AAGW02025743.1/22057-22141 (0.000000)
picked USER>>AABR05065856.1/24656-24745 (0.000000)
picked USER>>ABGA01118230.1/35342-35441 (0.000000)
picked USER>>FQ214355.1/1450-1324 (0.000000)
picked USER>>AFSB01210551.1/4088-3992 (0.000000)
picked USER>>ACTA01188084.1/6042-6130 (0.000000)
picked USER>>AAQR03118252.1/6152-6076 (0.000000)
picked USER>>AAPE02039678.1/37707-37636 (0.000000)
picked USER>>AAWZ02031686.1/2351-2279 (0.000000)
picked USER>>AALT01218149.1/4882-4954 (0.000000)
picked USER>>AAGW02030892.1/99164-99094 (0.000000)
picked USER>>AFTD01077784.1/17219-17106 (0.000000)
picked USER>>CABD02335132.1/10520-10595 (0.000000)
picked USER>>AC208964.4/11484-11357 (0.000000)
picked USER>>AAHX01036924.1/17925-17812 (0.000000)
picked USER>>AP001679.1/206566-206698 (0.000000)
picked USER>>ACBE01354394.1/2140-1978 (0.000000)
picked USER>>AAIY01614232.1/2037-1958 (0.000000)
picked USER>>AALT01253326.1/60-1 (0.000000)
picked USER>>AAFC03007395.1/1636-1509 (0.000000)
picked USER>>AEKR01147663.1/167-38 (0.000000)
picked USER>>AEKQ01102502.1/278-96 (0.000000)
picked USER>>AC166009.3/140452-140299 (0.000000)
picked USER>>AAHX01072228.1/906-719 (0.000000)
picked USER>>AABR05027956.1/15282-15401 (0.000000)
picked USER>>AGCE01023288.1/8319-8183 (0.000000)
picked USER>>AEYP01076604.1/35318-35503 (0.000000)
picked USER>>AAGW02010694.1/26285-26406 (0.000000)
picked USER>>AFSB01075571.1/7391-7266 (0.000000)
picked USER>>AC113544.9/107906-107799 (0.000000)
picked USER>>AFSB01214740.1/50576-50430 (0.000000)
picked USER>>AANG01625894.1/654-784 (0.000000)
picked USER>>AABR05088219.1/6471-6595 (0.000000)
picked USER>>AAQR03129815.1/39813-39671 (0.000000)
picked USER>>AAYZ01312779.1/2054-2208 (0.000000)
picked USER>>AAYZ01314626.1/3480-3346 (0.000000)
picked USER>>ACPB02037919.1/8743-8579 (0.000000)
picked USER>>AFTD01000342.1/35117-35043 (0.000000)
picked USER>>ABDC01359030.1/547-694 (0.000000)
picked USER>>AAYZ01009250.1/2911-2998 (0.000000)
picked USER>>AAYZ01055230.1/2601-2457 (0.000000)
picked USER>>AAMC01017585.1/6436-6649 (0.000000)
picked USER>>AAGW02051713.1/20284-20488 (0.000000)
picked USER>>AAGW02037792.1/75629-75484 (0.000000)
picked USER>>ACTA01195435.1/9594-9764 (0.000000)
picked USER>>AAGW02031674.1/35767-35941 (0.000000)
picked USER>>AAGV020395997.1/8450-8351 (0.000000)
picked USER>>AGCE01136468.1/18234-18385 (0.000000)
picked USER>>AFTD01108074.1/49184-49026 (0.000000)
picked USER>>AAGW02016730.1/12093-11910 (0.000000)
picked USER>>ACTA01130413.1/21277-21094 (0.000000)
picked USER>>AAQR03149218.1/1324-1481 (0.000000)
picked USER>>ACTA01154150.1/6009-5849 (0.000000)
picked USER>>AFSB01176469.1/27477-27314 (0.000000)
picked USER>>AAHY01033585.1/4715-4844 (0.000000)
picked USER>>AFSB01051477.1/10828-10654 (0.000000)
picked USER>>AAQR03129360.1/9986-9789 (0.000000)
picked USER>>AAYZ01334440.1/2028-1905 (0.000000)
picked USER>>AFSB01183013.1/913-1081 (0.000000)
picked USER>>AFSB01017688.1/14462-14616 (0.000000)
picked USER>>AABR05001169.1/29258-29387 (0.000000)
picked USER>>ACBE01482497.1/5094-4928 (0.000000)
picked USER>>AAQQ01061218.1/254-364 (0.000000)
picked USER>>AANN01516961.1/6915-6738 (0.000000)
picked USER>>CAEC01550843.1/4487-4307 (0.000000)
picked USER>>ACBE01118657.1/852-1008 (0.000000)
picked USER>>AAGW02005601.1/8275-8482 (0.000000)
picked USER>>AFSB01237438.1/15640-15425 (0.000000)
picked USER>>AABR05011597.1/89827-89631 (0.000000)
picked USER>>AAYZ01117194.1/1717-1860 (0.000000)
picked USER>>AFSB01073397.1/20584-20709 (0.000000)
picked USER>>AFSB01177020.1/2332-2169 (0.000000)
picked USER>>AFSB01010313.1/481-638 (0.000000)
picked USER>>AALT01618843.1/9773-9584 (0.000000)
picked USER>>AEHL01340372.1/1359-1230 (0.000000)
picked USER>>AABR05083834.1/151-2 (0.000000)
picked USER>>AANN01214456.1/6108-6251 (0.000000)
picked USER>>AFSB01142165.1/878-708 (0.000000)
picked USER>>ABRT010315175.1/326-426 (0.000000)
picked USER>>AFSB01219124.1/3995-4123 (0.000000)
picked USER>>AGCE01029572.1/29133-29046 (0.000000)
picked USER>>AAYZ01198078.1/1532-1390 (0.000000)
picked USER>>ABRR01283079.1/8540-8696 (0.000000)
picked USER>>AAGW02061334.1/21650-21519 (0.000000)
picked USER>>AAWR02000595.1/98390-98532 (0.000000)
picked USER>>AC123030.4/81121-81238 (0.000000)
picked USER>>AAGW02011540.1/96143-96025 (0.000000)
picked USER>>AAQR03049502.1/3378-3532 (0.000000)
picked USER>>AALT01527976.1/2026-1861 (0.000000)
picked USER>>ACTA01130685.1/13427-13638 (0.000000)
picked USER>>AFSQ01028077.1/48152-48314 (0.000000)
picked USER>>AAYZ01217527.1/6435-6250 (0.000000)
picked USER>>AAGW02014777.1/3468-3655 (0.000000)
picked USER>>AALT01164993.1/754-645 (0.000000)
picked USER>>AAQR03057464.1/10543-10654 (0.000000)
picked USER>>AAVX01021688.1/2742-2889 (0.000000)
picked USER>>ACFV01079908.1/2899-2818 (0.000000)
picked USER>>AAIY01067460.1/1014-928 (0.000000)
picked USER>>AAEX03014287.1/4821-4679 (0.000000)
picked USER>>AAWR02028105.1/69680-69864 (0.000000)
picked USER>>AAFR03048133.1/34933-34798 (0.000000)
picked USER>>CT025679.5/117713-117630 (0.000000)
picked USER>>AFSB01144117.1/6399-6555 (0.000000)
picked USER>>AALT01659139.1/3942-4084 (0.000000)
picked USER>>AFSB01103144.1/56214-56142 (0.000000)
picked USER>>AAGW02016717.1/61130-61218 (0.000000)
picked USER>>AFSB01146608.1/44071-44142 (0.000000)
picked USER>>AFSB01145870.1/8918-9037 (0.000000)
picked USER>>AFSB01076261.1/3643-3725 (0.000000)
picked USER>>ACZT01010575.1/1974-1859 (0.000000)
picked USER>>AFSB01147572.1/2702-2844 (0.000000)
picked USER>>AAEX03026778.1/30117-29967 (0.000000)
picked USER>>AFSB01203310.1/6883-6794 (0.000000)
picked USER>>AFSB01182273.1/30004-30084 (0.000000)
picked USER>>AAIY01055713.1/6921-6769 (0.000000)
picked USER>>ABRR01323503.1/6707-6542 (0.000000)
picked USER>>AANG01230701.1/1241-1418 (0.000000)
picked USER>>CAEC01629857.1/662-466 (0.000000)
picked USER>>AFTD01012980.1/77983-78171 (0.000000)
picked USER>>AFYH01024445.1/5335-5483 (0.000000)
picked USER>>AFSB01099385.1/3944-4103 (0.000000)
picked USER>>ABRN01319829.1/2378-2552 (0.000000)
picked USER>>AAGW02046247.1/32164-32070 (0.000000)
picked USER>>AFSB01125854.1/6304-6394 (0.000000)
picked USER>>AAQR03159187.1/37526-37379 (0.000000)
picked USER>>AAGW02063417.1/27074-27172 (0.000000)
picked USER>>ABDC01419943.1/4086-4196 (0.000000)
picked USER>>AAWR02022589.1/109253-109131 (0.000000)
picked USER>>AAYZ01067831.1/3074-3190 (0.000000)
picked USER>>AAIY01168956.1/1286-1386 (0.000000)
picked USER>>AAGW02077603.1/4433-4597 (0.000000)
picked USER>>AAYZ01242648.1/1012-1137 (0.000000)
picked USER>>AAGJ04138740.1/593-419 (0.000000)
picked USER>>BX649549.14/86009-86152 (0.000000)
picked USER>>AACT01045056.1/1920-2086 (0.000000)
picked USER>>AAMC01049362.1/3385-3306 (0.000000)
picked USER>>ADDF013156246.1/1-110 (0.000000)
picked USER>>AAGW02048452.1/3346-3478 (0.000000)
picked USER>>DAAB013657769.1/127-32 (0.000000)
picked USER>>DAAB012671919.1/135-34 (0.000000)
picked USER>>ACJI01003793.1/8290-8115 (0.000000)
picked USER>>GT120957.1/1-98 (0.000000)
picked USER>>ABLA01015399.1/537-377 (0.000000)
picked USER>>AALT01107384.1/9119-8963 (0.000000)
picked USER>>AACY020729756.1/649-453 (0.000000)
picked USER>>ACZT01035825.1/7482-7578 (0.000000)
picked USER>>AAFR03025993.1/62534-62630 (0.000000)
picked USER>>AAGW02068226.1/79921-80036 (0.000000)
picked USER>>HE601631.1/21077579-21077387 (0.000000)
picked USER>>CABF01087771.1/85-1 (0.000000)
picked USER>>AAGJ04138299.1/60-1 (0.000000)
picked USER>>ABRM01008838.1/9007-8811 (0.000000)
picked USER>>AAWT01029146.1/19927-20034 (0.000000)
picked USER>>ABRO01046833.1/5410-5518 (0.000000)
picked USER>>AANN01739425.1/1799-1690 (0.000000)
picked USER>>ABSB02004017.1/3694-3876 (0.000000)
picked USER>>CACM01035225.1/52-1 (0.000000)
picked USER>>AEWW01030661.1/366-416 (0.000000)
picked USER>>AAXK01002438.1/71-1 (0.000000)
picked USER>>AABR05155147.1/11228-11380 (0.000000)
picked USER>>AAMC01121100.1/3805-3645 (0.000000)
picked USER>>AABR05106015.1/49038-48978 (0.000000)
picked USER>>AAIY01536976.1/726-846 (0.000000)
picked USER>>ACBE01318836.1/817-737 (0.000000)
picked USER>>ABRT010055797.1/6374-6464 (0.000000)
picked USER>>AALT01300325.1/1199-1117 (0.000000)
picked USER>>AEYP01038585.1/18657-18762 (0.000000)
picked USER>>AFEY01413490.1/6205-6125 (0.000000)
picked USER>>AAEX03016148.1/1636230-1636333 (0.000000)
picked USER>>AAHX01015270.1/32807-32915 (0.000000)
picked USER>>AAHX01097861.1/62072-61919 (0.000000)
picked USER>>ACBE01200971.1/5628-5506 (0.000000)
picked USER>>AFSB01154299.1/17722-17588 (0.000000)
picked USER>>CAAA01053968.1/8259-8152 (0.000000)
picked USER>>AALT01148034.1/2047-2196 (0.000000)
picked USER>>AAYZ01176054.1/2917-2787 (0.000000)
picked USER>>AAHX01006642.1/67846-67940 (0.000000)
picked USER>>AABR05183185.1/14337-14258 (0.000000)
picked USER>>AALT01207395.1/485-380 (0.000000)
picked USER>>AFSB01061579.1/4938-5013 (0.000000)
picked USER>>AAGW02001561.1/34499-34582 (0.000000)
picked USER>>AAIY01339908.1/758-899 (0.000000)
picked USER>>AAYZ01106742.1/648-794 (0.000000)
picked USER>>AAIY01244645.1/4118-4041 (0.000000)
picked USER>>AC095281.6/5982-6125 (0.000000)
picked USER>>ABDC01018926.1/2821-2898 (0.000000)
picked USER>>AGCE01007300.1/1018-946 (0.000000)
picked USER>>AAIY01179713.1/611-698 (0.000000)
picked USER>>AFSB01197342.1/7100-7184 (0.000000)
picked USER>>AFSB01237562.1/40394-40572 (0.000000)
picked USER>>AABR05024621.1/69125-69049 (0.000000)
picked USER>>AAIY01228648.1/6865-6745 (0.000000)
picked USER>>ACYM01123863.1/3942-4116 (0.000000)
picked USER>>AEYP01031087.1/419-342 (0.000000)
picked USER>>ABRR01428127.1/607-430 (0.000000)
picked USER>>AANN01818209.1/996-1079 (0.000000)
picked USER>>ACYM01137459.1/6311-6457 (0.000000)
picked USER>>ACYM01043470.1/2155-2292 (0.000000)
picked USER>>ACYM01123124.1/7671-7508 (0.000000)
picked USER>>AAGW02053424.1/100146-100016 (0.000000)
picked USER>>AAVX01137619.1/187-66 (0.000000)
picked USER>>AAYZ01613412.1/912-851 (0.000000)
picked USER>>ABRR01502625.1/295-426 (0.000000)
picked USER>>ACFV01080963.1/31268-31428 (0.000000)
picked USER>>AAFC03036301.1/7101-7295 (0.000000)
picked USER>>AEYP01094945.1/1877-1749 (0.000000)
picked USER>>AFSB01077715.1/19558-19400 (0.000000)
picked USER>>ACYM01065684.1/4098-3935 (0.000000)
picked USER>>AAIY01358623.1/4188-4040 (0.000000)
picked USER>>ABJQ01002673.1/1257-1379 (0.000000)
picked USER>>DAAA02073715.1/41660-41810 (0.000000)
picked USER>>AAQR03114788.1/1505-1655 (0.000000)
picked USER>>ABRR01031737.1/7695-7842 (0.000000)
picked USER>>AFSB01228823.1/1587-1339 (0.000000)
picked USER>>ADFV01191228.1/9637-9851 (0.000000)
picked USER>>AANN01730823.1/394-565 (0.000000)
picked USER>>AAYZ01224541.1/21830-21997 (0.000000)
picked USER>>AAPE02027530.1/12520-12624 (0.000000)
picked USER>>AALT01598217.1/10881-10748 (0.000000)
picked USER>>ACBE01067063.1/933-1083 (0.000000)
picked USER>>AAWR02028829.1/52997-53172 (0.000000)
picked USER>>AAWZ02022893.1/6511-6658 (0.000000)
picked USER>>AAWR02014728.1/30083-29906 (0.000000)
picked USER>>AC067931.16/159117-158958 (0.000000)
picked USER>>FP015867.4/21719-21560 (0.000000)
picked USER>>AAYZ01102053.1/10891-11102 (0.000000)
picked USER>>AAWZ02026842.1/4455-4628 (0.000000)
picked USER>>ABRT010313335.1/10168-10330 (0.000000)
picked USER>>AABR05136105.1/38124-37959 (0.000000)
picked USER>>AFSB01012869.1/17104-16932 (0.000000)
picked USER>>AABR05050421.1/1958-2074 (0.000000)
picked USER>>AEKQ01140874.1/20901-21075 (0.000000)
picked USER>>AEYP01018133.1/31821-31999 (0.000000)
picked USER>>AAGW02050314.1/4275-4469 (0.000000)
picked USER>>AAPE02001618.1/11911-12067 (0.000000)
picked USER>>AAGW02037018.1/5949-5761 (0.000000)
picked USER>>AFSB01011097.1/13696-13540 (0.000000)
picked USER>>AABR05034460.1/21257-21090 (0.000000)
picked USER>>AAHX01032229.1/3216-3424 (0.000000)
picked USER>>AAEX03011922.1/431835-431657 (0.000000)
picked USER>>AAPE02036808.1/16896-17053 (0.000000)
picked USER>>AABR05146692.1/599-455 (0.000000)
picked USER>>AAHX01050665.1/862-939 (0.000000)
picked USER>>AAEX03013721.1/415237-415141 (0.000000)
picked USER>>AAIY01120734.1/2163-1945 (0.000000)
picked USER>>AFSB01181368.1/3907-3791 (0.000000)
picked USER>>AGCE01033274.1/1063-932 (0.000000)
picked USER>>AFSB01238727.1/25994-25877 (0.000000)
picked USER>>AEYP01089260.1/15983-16164 (0.000000)
picked USER>>AAHX01414003.1/322-171 (0.000000)
picked USER>>ABDC01177373.1/4405-4553 (0.000000)
picked USER>>AEKQ01027404.1/11289-11445 (0.000000)
picked USER>>AAIY01325242.1/3442-3263 (0.000000)
picked USER>>AFTD01004581.1/17037-16840 (0.000000)
picked USER>>AAYZ01264520.1/543-364 (0.000000)
picked USER>>AFSB01201631.1/25363-25527 (0.000000)
picked USER>>ADFV01171286.1/92563-92395 (0.000000)
picked USER>>AAIY01587819.1/4904-5123 (0.000000)
picked USER>>ADFV01122891.1/13450-13313 (0.000000)
picked USER>>AAWZ02008866.1/6192-6346 (0.000000)
picked USER>>AAGW02037827.1/1572-1733 (0.000000)
picked USER>>ABRP01008678.1/2540-2685 (0.000000)
picked USER>>AFSB01106078.1/958-1058 (0.000000)
picked USER>>AFSB01125601.1/23084-23227 (0.000000)
picked USER>>AEYP01087841.1/28257-28077 (0.000000)
picked USER>>AAYZ01096826.1/2885-2774 (0.000000)
picked USER>>ACFV01166769.1/15424-15557 (0.000000)
picked USER>>AFSB01072418.1/28301-28214 (0.000000)
picked USER>>AAQR03142425.1/2060-1919 (0.000000)
picked USER>>AFSB01039935.1/9292-9423 (0.000000)
picked USER>>AANN01245934.1/927-1026 (0.000000)
picked USER>>AAWZ02001095.1/40989-40837 (0.000000)
picked USER>>AANT01269717.1/37040-36872 (0.000000)
picked USER>>AANN01543222.1/1205-1280 (0.000000)
picked USER>>AAHX01028121.1/13959-13881 (0.000000)
picked USER>>AFSB01237149.1/7059-7132 (0.000000)
picked USER>>AAGV020130039.1/1310-1209 (0.000000)
picked USER>>AGTP01044854.1/4639-4716 (0.000000)
picked USER>>AAQR03059686.1/100542-100618 (0.000000)
picked USER>>ACBE01064856.1/5602-5675 (0.000000)
picked USER>>AFSB01086825.1/28860-28697 (0.000000)
picked USER>>CAAA01113246.1/5067-4965 (0.000000)
picked USER>>AAGW02017771.1/36526-36391 (0.000000)
picked USER>>AAYZ01577631.1/427-600 (0.000000)
picked USER>>AFSB01146829.1/14165-14011 (0.000000)
picked USER>>ACBE01141490.1/1261-1435 (0.000000)
picked USER>>AFSB01113635.1/7545-7423 (0.000000)
picked USER>>ABRT010415214.1/1710-1581 (0.000000)
picked USER>>AFSB01104788.1/49254-49351 (0.000000)
picked USER>>AAIY01369700.1/123-41 (0.000000)
picked USER>>ACPB02039931.1/1138-991 (0.000000)
picked USER>>AAYZ01184614.1/3776-3897 (0.000000)
picked USER>>AFSB01010801.1/14254-14407 (0.000000)
picked USER>>AACZ03049724.1/696-608 (0.000000)
picked USER>>AC005678.1/73955-74090 (0.000000)
picked USER>>AFSB01238945.1/8578-8739 (0.000000)
picked USER>>AAYZ01454894.1/4420-4559 (0.000000)
picked USER>>AAYZ01315336.1/903-1016 (0.000000)
picked USER>>AAYZ01611399.1/164-317 (0.000000)
picked USER>>AAGW02051776.1/57551-57683 (0.000000)
picked USER>>AEHL01165579.1/13002-13161 (0.000000)
picked USER>>AAWR02018349.1/48820-48639 (0.000000)
picked USER>>AAGW02012026.1/72641-72522 (0.000000)
picked USER>>AFSB01129971.1/1601-1455 (0.000000)
picked USER>>ACPB02024119.1/17465-17623 (0.000000)
picked USER>>AALT01508855.1/602-712 (0.000000)
picked USER>>AFSB01073751.1/21213-21059 (0.000000)
picked USER>>AALT01465452.1/2101-2208 (0.000000)
picked USER>>AEYP01053337.1/3631-3743 (0.000000)
picked USER>>AAHX01096513.1/32243-32170 (0.000000)
picked USER>>AFNH01002720.1/2362-2540 (0.000000)
picked USER>>ABRT011134653.1/774-854 (0.000000)
picked USER>>AAKN02034757.1/593-460 (0.000000)
picked USER>>ACBE01110391.1/6967-7118 (0.000000)
picked USER>>AAQR03085526.1/3805-3985 (0.000000)
picked USER>>AALT01502994.1/28068-27926 (0.000000)
picked USER>>AAFR03009023.1/103395-103249 (0.000000)
picked USER>>ABRP01235672.1/501-435 (0.000000)
picked USER>>AALT01513093.1/10453-10612 (0.000000)
picked USER>>AAGW02036686.1/158064-158229 (0.000000)
picked USER>>AFSB01129068.1/24498-24582 (0.000000)
picked USER>>AALT01487526.1/350-235 (0.000000)
picked USER>>AAQR03090545.1/9930-9789 (0.000000)
picked USER>>AAHY01099271.1/67838-67716 (0.000000)
picked USER>>AAWR02028010.1/4719-4865 (0.000000)
picked USER>>AFSB01235647.1/6460-6548 (0.000000)
picked USER>>AEYP01012104.1/6332-6181 (0.000000)
picked USER>>AFSB01084506.1/22106-21954 (0.000000)
picked USER>>AAWR02005968.1/59329-59207 (0.000000)
picked USER>>ADDD01001745.1/57103-56944 (0.000000)
picked USER>>AAIY01340648.1/956-1026 (0.000000)
picked USER>>AFSB01126959.1/36337-36423 (0.000000)
picked USER>>ACPB02025671.1/11703-11518 (0.000000)
picked USER>>AFSB01104991.1/13512-13581 (0.000000)
picked USER>>AGTP01069109.1/42348-42524 (0.000000)
picked USER>>ABGA01182610.1/514-384 (0.000000)
picked USER>>ABRR01378931.1/673-766 (0.000000)
picked USER>>ACBE01567938.1/909-796 (0.000000)
picked USER>>ADFV01173864.1/13718-13880 (0.000000)
