 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
2985 sequences read into 2985 blocks, (2985 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<100 scored
Adjacent sequences scored with bonus of 10
33436 pairs collected
34752
 npairs = 34752
pre_order  npairs = 34752
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 680
pack_lists 2884/2985 blocks moved

New sequence order is:
* Block 0 <=== 1	USER>SEED:>RF00004	  111   [+0+] 2lkr_A mol na length 111  RNA (111-MER)
picked USER>>AAPE02055175.1/32090-31978 (0.000000)
picked USER>>AAQR03014149.1/5543-5433 (0.000000)
picked USER>>CABD02309611.1/2533-2435 (0.000000)
picked USER>>AAWR02005968.1/59329-59207 (0.000000)
picked USER>>ABGA01149569.1/39000-38882 (0.060625)
picked USER>>AGCE01055456.1/3820-3933 (0.000000)
picked USER>>AAGV020630346.1/763-883 (0.000000)
picked USER>>ADFV01054128.1/22140-22026 (0.000000)
picked USER>>AEYP01010764.1/38118-38244 (0.000000)
picked USER>>AAGW02029464.1/3670-3775 (0.000000)
picked USER>>AAYZ01138297.1/9265-9366 (0.000000)
picked USER>>AEQT010331914.1/1270-1369 (0.000000)
picked USER>>AFSQ01022201.1/3548-3664 (0.000000)
picked USER>>AAGW02020355.1/31845-31750 (0.000000)
picked USER>>ADDD01049042.1/5283-5394 (0.000000)
picked USER>>AAPE02011904.1/55120-55210 (0.000000)
picked USER>>AAGW02007557.1/55324-55193 (0.000000)
picked USER>>ABVD01627381.1/1128-1022 (0.000000)
picked USER>>AAGW02029351.1/7435-7535 (0.000000)
picked USER>>AEHL01022433.1/173-63 (0.000000)
picked USER>>CABD02142541.1/3302-3187 (0.000000)
picked USER>>ACJG01004701.1/8963-9099 (0.000000)
picked USER>>AAWT01024649.1/7668-7791 (0.000000)
picked USER>>AAWR02009761.1/140852-140969 (0.000000)
picked USER>>AASC02018751.1/319-426 (0.000000)
picked USER>>ABRO01396484.1/2449-2574 (0.000000)
picked USER>>AECO01151395.1/312-195 (0.000000)
picked USER>>ABGA01162018.1/1664-1787 (0.000000)
picked USER>>AGTP01102807.1/99478-99356 (0.000000)
picked USER>>AAGV020175818.1/871-781 (0.000000)
picked USER>>AACN010493536.1/1018-1146 (0.000000)
picked USER>>ACJH01006631.1/48769-48882 (0.000000)
picked USER>>AAQR03143708.1/50049-50145 (0.000000)
picked USER>>AFEY01211982.1/140-48 (0.000000)
picked USER>>AFSA01158289.1/325-223 (0.000000)
picked USER>>AAGW02039896.1/80092-79989 (0.000000)
picked USER>>AEQT010355380.1/2389-2282 (0.000000)
picked USER>>AGCE01042180.1/23661-23794 (0.000000)
picked USER>>AAQR03025997.1/1005-1106 (0.000000)
picked USER>>AFTD01119731.1/8979-9094 (0.000000)
picked USER>>AEKR01225846.1/27881-27989 (0.000000)
picked USER>>ACBE01219325.1/2693-2790 (0.000000)
picked USER>>AAPN01301401.1/144-28 (0.000000)
picked USER>>AFTD01028208.1/76337-76451 (0.000000)
picked USER>>AECO01161094.1/305-202 (0.000000)
picked USER>>AAIY01002798.1/3262-3173 (0.000000)
picked USER>>AFSB01213896.1/12427-12548 (0.000000)
picked USER>>AEQT010326997.1/91-203 (0.000000)
picked USER>>AFSB01156428.1/51323-51449 (0.000000)
picked USER>>AANN01033911.1/2921-2793 (0.000000)
picked USER>>CABD02151637.1/3440-3307 (0.000000)
picked USER>>AAGW02005080.1/25901-25990 (0.000000)
picked USER>>ACQM01003945.1/17511-17616 (0.000000)
picked USER>>ACPB02037835.1/31618-31525 (0.000000)
picked USER>>AANN01203353.1/3445-3316 (0.000000)
picked USER>>AAKN02034902.1/13486-13610 (0.000000)
picked USER>>ACTA01012429.1/5934-6070 (0.000000)
picked USER>>AFSB01117302.1/7430-7561 (0.000000)
picked USER>>ACPB02021494.1/12815-12702 (0.000000)
picked USER>>AAGW02027105.1/54980-54873 (0.000000)
picked USER>>AAYZ01183147.1/2089-2208 (0.000000)
picked USER>>AAGW02050431.1/9183-9095 (0.000000)
picked USER>>AAWR02014217.1/14243-14109 (0.000000)
picked USER>>AAGW02062380.1/41541-41658 (0.000000)
picked USER>>AAWZ02005698.1/23125-23244 (0.000000)
picked USER>>AAGW02055556.1/47294-47174 (0.000000)
picked USER>>ABRT010143482.1/869-953 (0.000000)
picked USER>>AFTD01027981.1/280-392 (0.000000)
picked USER>>AAPY01262069.1/343-256 (0.000000)
picked USER>>AAFC03015007.1/75669-75553 (0.000000)
picked USER>>CABD02038912.1/105-1 (0.000000)
picked USER>>AAQR03047918.1/7581-7452 (0.000000)
picked USER>>ADFV01106546.1/1774-1641 (0.000000)
picked USER>>ADFV01194596.1/5159-5033 (0.000000)
picked USER>>ABGA01263480.1/4513-4646 (0.000000)
picked USER>>AAGV020445113.1/1524-1422 (0.000000)
picked USER>>AGCE01029350.1/38263-38162 (0.000000)
picked USER>>ACFV01178487.1/15303-15402 (0.000000)
picked USER>>CAAA01050251.1/3967-4104 (0.000000)
picked USER>>AANN01781526.1/4497-4392 (0.000000)
picked USER>>AAKN02012374.1/46122-46226 (0.000000)
picked USER>>AAQR03152428.1/12688-12809 (0.000000)
picked USER>>AFSB01235647.1/6460-6548 (0.000000)
picked USER>>AANN01350044.1/6783-6889 (0.000000)
picked USER>>ACFV01032026.1/39092-39203 (0.000000)
picked USER>>ACFV01060839.1/30908-30774 (0.000000)
picked USER>>AADC01085982.1/290735-290869 (0.000000)
picked USER>>ABRT010270277.1/474-593 (0.000000)
picked USER>>ADFV01186447.1/23976-24102 (0.000000)
picked USER>>AAQR03095423.1/1524-1649 (0.000000)
picked USER>>AANG01033164.1/839-724 (0.000000)
picked USER>>AAWR02001323.1/77343-77242 (0.000000)
picked USER>>AANN01413836.1/227-129 (0.000000)
picked USER>>AAHY01033585.1/4715-4844 (0.000000)
picked USER>>AEYP01002953.1/4181-4053 (0.000000)
picked USER>>AEYP01074904.1/35355-35257 (0.000000)
picked USER>>AEYP01071433.1/8857-8946 (0.000000)
picked USER>>AEHK01006811.1/9588-9476 (0.000000)
picked USER>>ABRR01213721.1/3063-3197 (0.000000)
picked USER>>AAGW02058853.1/18451-18563 (0.000000)
picked USER>>AAYZ01369886.1/2340-2428 (0.000000)
picked USER>>AAQR03163482.1/2641-2748 (0.000000)
picked USER>>AACY021201824.1/895-765 (0.000000)
picked USER>>BAAE01195075.1/1-115 (0.000000)
picked USER>>FJ475971.1/1-98 (0.000000)
picked USER>>ET289838.1/1-110 (0.000000)
picked USER>>AACT01052138.1/1-96 (1.178655)
picked USER>>Z55471.1/1-99 (50.000000)
picked USER>>AACT01036860.1/1-131 (0.000000)
picked USER>>AACT01034202.1/1-98 (0.000000)
picked USER>>K03094.1/1-99 (0.000000)
picked USER>>DAAB012375858.1/16-139 (0.000000)
picked USER>>AGTP01043419.1/1346-1234 (0.000000)
picked USER>>AFYH01060971.1/3386-3501 (0.000000)
picked USER>>AAVX01404968.1/438-525 (0.000000)
picked USER>>AAPN01276856.1/543-418 (0.000000)
picked USER>>ABRT010168365.1/12438-12306 (0.000000)
picked USER>>AALT01549647.1/1348-1237 (0.000000)
picked USER>>AACT01062819.1/3730-3633 (0.000000)
picked USER>>AACT01038291.1/702-613 (0.000000)
picked USER>>AJ505690.1/1-130 (0.000000)
picked USER>>AFSA01104885.1/2667-2562 (0.000000)
picked USER>>ACYM01030310.1/8742-8615 (0.000000)
picked USER>>AAMC01084307.1/17335-17431 (0.000000)
picked USER>>AAYZ01334440.1/2028-1905 (0.000000)
picked USER>>AAGW02051776.1/57551-57683 (0.000000)
picked USER>>AAGV020130039.1/1310-1209 (0.000000)
picked USER>>AAGW02032210.1/14008-13882 (0.000000)
picked USER>>ACFV01021047.1/211-343 (0.000000)
picked USER>>AGCE01028833.1/12723-12591 (0.000000)
picked USER>>AAHX01007835.1/4252-4349 (0.000000)
picked USER>>AAYZ01085513.1/4908-4771 (0.000000)
picked USER>>ABRQ01721327.1/811-913 (0.000000)
picked USER>>AAYZ01373068.1/1271-1149 (0.000000)
picked USER>>AFSB01008871.1/2889-2780 (0.000000)
picked USER>>AAYZ01102864.1/178-45 (0.000000)
picked USER>>ABRT010315175.1/326-426 (0.000000)
picked USER>>AAYZ01120539.1/6077-6213 (0.000000)
picked USER>>DAAA02056337.1/24212-24098 (0.000000)
picked USER>>AADD01047597.1/18690-18574 (1.444566)
picked USER>>ADFV01030176.1/17233-17109 (0.000000)
picked USER>>AFSB01084413.1/833-715 (0.000000)
picked USER>>AAPE02034263.1/64534-64426 (0.000000)
picked USER>>AAGW02035142.1/104892-104808 (0.000000)
picked USER>>AAGW02056851.1/89494-89382 (0.000000)
picked USER>>AFSB01201020.1/7932-8069 (0.000000)
picked USER>>AFSB01083283.1/6576-6665 (0.000000)
picked USER>>AAWZ02009376.1/148698-148561 (0.000000)
picked USER>>AAYZ01073175.1/893-775 (0.000000)
picked USER>>AANN01514920.1/11079-11187 (0.223144)
picked USER>>AFSB01073058.1/12405-12542 (0.000000)
picked USER>>AAPE02006370.1/13470-13598 (0.000000)
picked USER>>AFSB01085373.1/29276-29413 (0.000000)
picked USER>>AALT01657091.1/16130-15996 (0.000000)
picked USER>>AAWZ02017533.1/155408-155323 (0.000000)
picked USER>>AAWZ02030881.1/4363-4228 (0.000000)
picked USER>>AAGW02013877.1/4242-4112 (0.000000)
picked USER>>AALT01563980.1/3565-3440 (0.000000)
picked USER>>AABR05100482.1/44023-44160 (0.000000)
picked USER>>AFSB01010735.1/4743-4870 (0.000000)
picked USER>>AFSB01139482.1/602-489 (0.000000)
picked USER>>AEHL01350572.1/929-1066 (0.223144)
picked USER>>AAGW02040055.1/16914-17020 (0.000000)
picked USER>>AAWZ02010852.1/142231-142138 (0.000000)
picked USER>>AEYP01053337.1/3631-3743 (0.000000)
picked USER>>AGCE01034426.1/71646-71777 (0.000000)
picked USER>>AFSB01076953.1/3058-3148 (0.000000)
picked USER>>AAIY01053318.1/3678-3784 (0.000000)
picked USER>>AGAI01051347.1/43375-43253 (0.000000)
picked USER>>AEKW01001873.1/85431-85524 (0.000000)
picked USER>>ABGA01270304.1/2052-2154 (0.000000)
picked USER>>AAIY01329182.1/1366-1251 (0.000000)
picked USER>>AALT01508467.1/6119-6247 (0.000000)
picked USER>>ACFV01050615.1/22179-22062 (0.000000)
picked USER>>ACBE01196575.1/853-745 (0.000000)
picked USER>>ABRN01219934.1/2664-2548 (0.000000)
picked USER>>AAPN01376344.1/12581-12705 (0.000000)
picked USER>>AAWZ02017780.1/52851-52742 (0.000000)
picked USER>>AANG01639599.1/4800-4681 (0.000000)
picked USER>>AALT01316019.1/161-269 (0.000000)
picked USER>>AAYZ01309306.1/312-407 (0.000000)
picked USER>>AFSB01081009.1/6365-6468 (0.000000)
picked USER>>AAGW02007733.1/46736-46850 (0.000000)
picked USER>>AAQR03060787.1/40144-40018 (0.000000)
picked USER>>ABRT010477123.1/1584-1693 (0.000000)
picked USER>>AAQR03139007.1/3055-3153 (0.000000)
picked USER>>ACFV01076478.1/1294-1419 (0.000000)
picked USER>>ABRN01262829.1/427-528 (0.000000)
picked USER>>AAPE02017952.1/166901-167026 (0.000000)
picked USER>>AAGW02039037.1/88325-88412 (0.000000)
picked USER>>AAQR03132155.1/35912-36032 (0.000000)
picked USER>>AAEX03006517.1/160324-160427 (0.000000)
picked USER>>ADFV01005152.1/14939-15056 (0.000000)
picked USER>>AC193681.3/105694-105818 (0.000000)
picked USER>>AALT01244296.1/620-497 (0.000000)
picked USER>>AAYZ01133943.1/1065-955 (0.000000)
picked USER>>DAAA02025490.1/302007-301894 (0.000000)
picked USER>>AAQR03179738.1/1009-1125 (0.000000)
picked USER>>AAGW02047356.1/13986-14073 (0.000000)
picked USER>>ABRP01319855.1/973-877 (0.000000)
picked USER>>AAVX01031534.1/180-54 (0.000000)
picked USER>>AAKN02011046.1/74767-74895 (0.000000)
picked USER>>AGKD01028295.1/1212-1110 (1.609438)
picked USER>>AANG01094277.1/1281-1388 (0.000000)
picked USER>>AEHK01118807.1/765-888 (0.000000)
picked USER>>ABGA01200213.1/10871-10770 (0.000000)
picked USER>>AFSB01132463.1/552-425 (0.000000)
picked USER>>AAQR03042025.1/39611-39519 (0.000000)
picked USER>>ADFV01034902.1/77843-77966 (0.000000)
picked USER>>AAYZ01091770.1/1549-1445 (0.000000)
picked USER>>AANT01269050.1/7294-7183 (0.367722)
picked USER>>CABD02014854.1/14874-14981 (0.000000)
picked USER>>ABRT010018022.1/539-416 (0.000000)
picked USER>>ABRO01112951.1/1169-1063 (0.000000)
picked USER>>AAQR03057464.1/10543-10654 (0.000000)
picked USER>>ABVD01280771.1/1509-1636 (0.000000)
picked USER>>ABRP01123481.1/11666-11567 (0.000000)
picked USER>>AFSB01171368.1/17501-17416 (0.000000)
picked USER>>AGCE01074129.1/56247-56157 (0.000000)
picked USER>>AALT01061302.1/581-684 (0.000000)
picked USER>>AAEX03015903.1/162157-162063 (0.000000)
picked USER>>AANN01158273.1/153-259 (0.000000)
picked USER>>AANN01603245.1/5328-5231 (0.000000)
picked USER>>CABD02085905.1/3506-3607 (0.000000)
picked USER>>AFSB01185194.1/11943-11856 (0.000000)
picked USER>>ABRT011141565.1/412-522 (0.000000)
picked USER>>AFTD01065374.1/32709-32582 (0.000000)
picked USER>>AEHL01332999.1/20011-19909 (0.000000)
picked USER>>ABRM01131714.1/1302-1175 (0.000000)
picked USER>>AASC02049930.1/13094-13004 (0.000000)
picked USER>>AAWZ02002959.1/2094-2193 (0.000000)
picked USER>>AANT01290583.1/1959-1824 (0.000000)
picked USER>>AAMC01111646.1/4479-4349 (0.000000)
picked USER>>AAGW02015436.1/5271-5373 (0.000000)
picked USER>>AEYP01056640.1/88406-88508 (0.000000)
picked USER>>CAEC01091009.1/6326-6452 (0.000000)
picked USER>>ABGA01117549.1/15538-15634 (0.000000)
picked USER>>ABRN01140517.1/17065-17171 (0.000000)
picked USER>>AAFR03025931.1/50682-50568 (0.000000)
picked USER>>AFSB01036760.1/16863-16735 (0.000000)
picked USER>>AAPE02050783.1/4962-5059 (0.000000)
picked USER>>AANH01013000.1/23057-22960 (0.000000)
picked USER>>AALT01526651.1/23748-23835 (0.000000)
picked USER>>AADA01304223.1/4140-4027 (0.000000)
picked USER>>AAGW02047377.1/5368-5233 (0.000000)
picked USER>>ABRN01194281.1/1005-1126 (0.000000)
picked USER>>AANN01214406.1/779-656 (0.000000)
picked USER>>ACFV01027340.1/21814-21908 (0.000000)
picked USER>>ACFV01027340.1/23063-23156 (0.000000)
picked USER>>AANN01816876.1/4209-4112 (0.000000)
picked USER>>AALT01059805.1/2012-1924 (0.000000)
picked USER>>AAGW02079437.1/57175-57065 (0.000000)
picked USER>>ACZT01052689.1/1355-1224 (0.000000)
picked USER>>ABRM01218374.1/300-192 (0.000000)
picked USER>>ABRM01000940.1/27253-27341 (0.000000)
picked USER>>ABRM01231119.1/156-290 (0.000000)
picked USER>>ACZT01064708.1/648-557 (0.000000)
picked USER>>ACZT01112935.1/3844-3736 (0.000000)
picked USER>>ACZT01018403.1/8533-8425 (0.000000)
picked USER>>ACZT01056961.1/2963-3083 (0.000000)
picked USER>>AADD01191990.1/1036-903 (0.000000)
picked USER>>AAYZ01176177.1/654-761 (0.000000)
picked USER>>AGTP01107045.1/73461-73576 (0.000000)
picked USER>>AANN01699570.1/3922-4011 (0.000000)
picked USER>>AFSB01008929.1/15793-15699 (0.000000)
picked USER>>ACFV01078103.1/11913-12013 (0.000000)
picked USER>>CABF01068361.1/1959-1868 (0.000000)
picked USER>>AAQR03108592.1/1638-1527 (0.000000)
picked USER>>AAYZ01225252.1/6697-6603 (0.000000)
picked USER>>BABO01106349.1/715-612 (0.000000)
picked USER>>AFSA01086903.1/3001-2891 (0.367722)
picked USER>>AGCE01095055.1/3962-4055 (0.000000)
picked USER>>AFTD01185662.1/115-243 (0.000000)
picked USER>>AEKP01177103.1/472-570 (0.000000)
picked USER>>AASC02029371.1/454-569 (0.000000)
picked USER>>ACTP01004547.1/229252-229122 (0.000000)
picked USER>>AFSB01217310.1/8380-8500 (0.000000)
picked USER>>AGKD01348170.1/87-1 (0.000000)
picked USER>>AAGW02032746.1/22014-21917 (0.000000)
picked USER>>ACIV010909735.1/188-324 (0.000000)
picked USER>>AECO01148908.1/202-111 (0.000000)
picked USER>>AGCE01049220.1/2433-2565 (0.000000)
picked USER>>AECO01168927.1/90-207 (0.000000)
picked USER>>AEMK01028576.1/807-917 (0.000000)
picked USER>>AAQR03137290.1/4037-4157 (0.000000)
picked USER>>ADFV01071406.1/11604-11489 (0.000000)
picked USER>>AADD01128884.1/4670-4781 (0.000000)
picked USER>>AFSB01025776.1/29539-29453 (0.000000)
picked USER>>AEYP01040700.1/17772-17872 (0.000000)
picked USER>>AAYZ01636427.1/1034-938 (0.000000)
picked USER>>CAEA01545532.1/377-464 (0.000000)
picked USER>>ABRM01086603.1/2104-2239 (0.000000)
picked USER>>AFSB01181214.1/20321-20426 (0.000000)
picked USER>>AAWZ02014976.1/7039-6944 (0.000000)
picked USER>>AFTD01003012.1/5375-5474 (0.000000)
picked USER>>AAGW02010492.1/56702-56591 (0.000000)
picked USER>>AAWR02022589.1/109253-109131 (0.000000)
picked USER>>AAEX03000419.1/79057-79191 (0.000000)
picked USER>>AAQR03002185.1/4947-4839 (0.000000)
picked USER>>AAHX01109873.1/9223-9323 (0.000000)
picked USER>>AFEY01016958.1/849-752 (0.000000)
picked USER>>AFSB01174273.1/17874-17987 (0.000000)
picked USER>>AAQR03070254.1/2100-2209 (0.000000)
picked USER>>DAAA02024275.1/70657-70552 (0.000000)
picked USER>>ABVD01355107.1/1060-929 (0.000000)
picked USER>>AFTD01064581.1/16692-16582 (0.000000)
picked USER>>BAAF04118332.1/1853-1745 (0.000000)
picked USER>>ACBE01567938.1/909-796 (0.000000)
picked USER>>ACQM01096333.1/5250-5367 (0.000000)
picked USER>>AEJG01001940.1/69145-69042 (0.000000)
picked USER>>AALT01198851.1/2953-3063 (0.000000)
picked USER>>AADA01071187.1/41437-41329 (0.000000)
picked USER>>AAYZ01143411.1/406-524 (0.000000)
picked USER>>DAAA02054341.1/201898-202001 (0.000000)
picked USER>>AANH01014532.1/6866-6963 (0.000000)
picked USER>>AAIY01168956.1/1286-1386 (0.000000)
picked USER>>ACZT01035825.1/7482-7578 (3.258096)
picked USER>>AFTD01124913.1/5630-5527 (0.000000)
picked USER>>AFNB01022338.1/1-101 (0.000000)
picked USER>>AANN01797467.1/2073-1958 (0.000000)
picked USER>>AALT01494803.1/21075-20967 (0.000000)
picked USER>>AALT01249730.1/3266-3139 (0.000000)
picked USER>>AAYZ01019228.1/17114-17241 (0.000000)
picked USER>>ACTA01080799.1/53360-53476 (0.000000)
picked USER>>ABRP01076966.1/3397-3282 (0.000000)
picked USER>>ADFV01179571.1/6855-6969 (0.000000)
picked USER>>CAAC02000478.1/39137-39241 (0.000000)
picked USER>>AAYZ01236432.1/2154-2278 (0.000000)
picked USER>>CAEC01073199.1/960-827 (0.000000)
picked USER>>AFSB01035704.1/18113-18003 (0.000000)
picked USER>>ABRN01421687.1/6794-6685 (0.000000)
picked USER>>AAGW02024409.1/30325-30232 (0.000000)
picked USER>>AAFR03054208.1/109909-109773 (0.000000)
picked USER>>AFSB01041600.1/8505-8385 (0.000000)
picked USER>>AAGW02046962.1/135727-135813 (0.000000)
picked USER>>AFEY01060880.1/3311-3182 (0.000000)
picked USER>>AANH01013000.1/368-465 (0.000000)
picked USER>>ABRT010415214.1/1710-1581 (0.000000)
picked USER>>AALT01600155.1/3387-3290 (0.000000)
picked USER>>AAWR02010366.1/8322-8412 (0.000000)
picked USER>>AAHX01103328.1/11310-11195 (0.000000)
picked USER>>AFSB01143877.1/3392-3515 (0.000000)
picked USER>>AAEX03026139.1/175374-175280 (0.000000)
picked USER>>AAYZ01379438.1/8004-8103 (0.000000)
picked USER>>AFSB01072760.1/2908-2771 (0.000000)
picked USER>>ACBE01129251.1/469-595 (0.000000)
picked USER>>AANG01623203.1/1594-1697 (0.000000)
picked USER>>AAYZ01315336.1/903-1016 (0.000000)
picked USER>>AANG01598141.1/155-67 (0.000000)
picked USER>>AAEX03004097.1/37210-37347 (0.000000)
picked USER>>AALT01376999.1/494-380 (0.000000)
picked USER>>AGCE01033274.1/1063-932 (0.000000)
picked USER>>AFSB01181368.1/3907-3791 (0.000000)
picked USER>>AAIY01601150.1/240-346 (0.000000)
picked USER>>AGTP01083319.1/6575-6701 (0.000000)
picked USER>>AFSB01088323.1/14308-14222 (0.000000)
picked USER>>AAQQ01345146.1/387-517 (0.000000)
picked USER>>AANG01537832.1/2839-2961 (0.000000)
picked USER>>AAGW02012026.1/72641-72522 (0.000000)
picked USER>>ABEP02003357.1/838-747 (0.000000)
picked USER>>AAGW02008950.1/54486-54581 (0.000000)
picked USER>>AC087173.5/32530-32422 (0.000000)
picked USER>>AALT01655003.1/16730-16594 (0.000000)
picked USER>>AAEX03008188.1/12523-12659 (0.000000)
picked USER>>AAYZ01295053.1/3291-3170 (0.000000)
picked USER>>AALT01502042.1/4373-4238 (0.000000)
picked USER>>AACN010126757.1/1328-1436 (0.000000)
picked USER>>AFSB01215354.1/1617-1501 (0.000000)
picked USER>>AGCE01119435.1/21870-21961 (0.000000)
picked USER>>AB113399.1/28532-28400 (0.000000)
picked USER>>CAAA01140273.1/16847-16723 (0.000000)
picked USER>>ABDC01331877.1/10090-9989 (0.000000)
picked USER>>ABGA01050010.1/2112-2237 (0.000000)
picked USER>>AALT01484668.1/11110-11219 (0.000000)
picked USER>>AAGW02037994.1/93912-93816 (0.000000)
picked USER>>AADC01127459.1/134638-134753 (0.000000)
picked USER>>AAQR03001923.1/480-357 (0.000000)
picked USER>>ADFV01029902.1/2566-2693 (0.000000)
picked USER>>AAGV020206698.1/881-749 (0.000000)
picked USER>>AFYH01124502.1/2023-2156 (0.000000)
picked USER>>AAGV020953450.1/859-958 (0.000000)
picked USER>>AALT01183975.1/1538-1417 (0.000000)
picked USER>>AABR05011794.1/88292-88197 (0.000000)
picked USER>>AEYP01038240.1/99285-99153 (0.000000)
picked USER>>AAYZ01516156.1/1364-1469 (0.000000)
picked USER>>AAQR03063852.1/1120-988 (0.000000)
picked USER>>CAEC01505432.1/6358-6486 (0.000000)
picked USER>>AABR05124835.1/10549-10662 (0.000000)
picked USER>>AAMC01109704.1/1659-1756 (0.000000)
picked USER>>AAMC01095413.1/1925-2023 (0.000000)
picked USER>>AAMC01049588.1/13501-13405 (0.000000)
picked USER>>AAQR03122591.1/24570-24672 (0.000000)
picked USER>>ABVD01421863.1/3675-3581 (0.000000)
picked USER>>AANN01245934.1/927-1026 (0.000000)
picked USER>>ACTA01068082.1/10507-10602 (0.000000)
picked USER>>AAIY01241242.1/5119-5010 (0.000000)
picked USER>>AFSB01235555.1/20911-20823 (0.000000)
picked USER>>AAHX01080000.1/32490-32616 (0.000000)
picked USER>>AAWZ02027681.1/14007-13874 (0.000000)
picked USER>>AABR05095860.1/22721-22841 (0.000000)
picked USER>>AABR05050421.1/1958-2074 (0.000000)
picked USER>>AFSB01025949.1/36935-36806 (0.000000)
picked USER>>ABGA01163247.1/4878-5015 (0.000000)
picked USER>>ADFV01122891.1/13450-13313 (0.000000)
picked USER>>AAYZ01390487.1/150-66 (0.000000)
picked USER>>AAYZ01025302.1/1069-932 (0.000000)
picked USER>>AAYZ01009250.1/2911-2998 (0.000000)
picked USER>>AFSB01082390.1/1049-1172 (0.000000)
picked USER>>AAHX01033870.1/11717-11602 (5.057837)
picked USER>>AAYZ01145168.1/143-244 (0.000000)
picked USER>>AFSB01199205.1/2339-2475 (0.000000)
picked USER>>ADFV01166753.1/73090-72959 (0.000000)
picked USER>>AEHL01330041.1/1250-1387 (0.000000)
picked USER>>AAYZ01561450.1/210-298 (0.000000)
picked USER>>AAYZ01061628.1/5616-5751 (0.000000)
picked USER>>AFSB01064837.1/14731-14833 (0.000000)
picked USER>>AAGW02038915.1/48505-48383 (0.000000)
picked USER>>ABDC01606263.1/234-363 (0.000000)
picked USER>>AEHL01204135.1/2901-2783 (0.000000)
picked USER>>ABRO01201380.1/4617-4484 (0.000000)
picked USER>>AALT01002655.1/455-557 (0.000000)
picked USER>>AAYZ01359992.1/1144-1024 (0.000000)
picked USER>>DAAA02033356.1/12013-11912 (0.000000)
picked USER>>AEYP01013044.1/74898-74782 (0.000000)
picked USER>>AFSB01114033.1/22295-22395 (0.000000)
picked USER>>CABD02243636.1/10124-9996 (0.000000)
picked USER>>AFSB01098036.1/502-628 (0.000000)
picked USER>>AALT01304489.1/3948-3838 (0.000000)
picked USER>>ADND01239499.1/846-744 (0.000000)
picked USER>>AEKE02011880.1/50387-50506 (0.000000)
picked USER>>ABGA01182610.1/514-384 (0.000000)
picked USER>>AABR05014651.1/62933-62796 (0.000000)
picked USER>>AGCE01132653.1/94399-94504 (0.000000)
picked USER>>AGCE01142042.1/59525-59624 (0.000000)
picked USER>>AEYP01054861.1/358-454 (0.000000)
picked USER>>ABRT010122866.1/9140-9023 (0.000000)
picked USER>>ABRR01378931.1/673-766 (0.000000)
